Mineral_Name,Mineral_Name_plain,Mineral_Name_(HTML),Structural_Groupname,Valence_Elements,Oldest_Known_Age_Ma,Fe_AMCSD,Co_AMCSD,Cu_AMCSD,Mn_AMCSD,Mo_AMCSD,Ni_AMCSD,V_AMCSD,W_AMCSD,Zn_AMCSD,Retrieved(Y/N)
Steenstrupine-(Ce),Steenstrupine-(Ce),Steenstrupine-(Ce),,Na Ce^3+ Mn^2+ Mn^3+ Fe^3+ Zr^4+ P^5+ O Si H,1160,,NA,NA,,NA,NA,NA,NA,NA,
Laihunite,Laihunite,Laihunite,,Fe^3+ Fe^2+ Si O,1079,,NA,NA,NA,NA,NA,NA,NA,NA,
Murataite-(Y),Murataite-(Y),Murataite-(Y),,Y^3+ Na Zn^2+ Fe^3+ Ti^4+ Nb^5+ O F H,1079,,NA,NA,NA,NA,NA,NA,NA,,
Miharaite,Miharaite,Miharaite,,Pb Cu Fe Bi S,1022,,NA,,NA,NA,NA,NA,NA,NA,
Destinezite,Destinezite,Destinezite,,Fe^3+ P O S H,1000,,NA,NA,NA,NA,NA,NA,NA,NA,
Slavíkite,Slavikite,Slav&#237;kite,,H O Mg Fe^3+ S^6+,1000,,NA,NA,NA,NA,NA,NA,NA,NA,
Sonoraite,Sonoraite,Sonoraite,,Fe^3+ Te^4+ O H,946,,NA,NA,NA,NA,NA,NA,NA,NA,
Nukundamite,Nukundamite,Nukundamite,,Cu Fe S,630,,NA,,NA,NA,NA,NA,NA,NA,
Sideronatrite,Sideronatrite,Sideronatrite,,Na Fe^3+ S^6+ O H,630,,NA,NA,NA,NA,NA,NA,NA,NA,
Benyacarite,Benyacarite,Benyacarite,,K Ti^4+ Mn^2+ Fe^3+ P O F H,561,FE_SUB,NA,NA,MN_SUB,NA,NA,NA,NA,NA,N
Matulaite,Matulaite,Matulaite,,Fe^3+ Al P O H,561,,NA,NA,NA,NA,NA,NA,NA,NA,
Fencooperite,Fencooperite,Fencooperite,,Ba Fe^3+ Si O C Cl H,542,,NA,NA,NA,NA,NA,NA,NA,NA,
Gillespite,Gillespite,Gillespite,,Ba Fe^2+ Si O,542,,NA,NA,NA,NA,NA,NA,NA,NA,
Pellyite,Pellyite,Pellyite,,Ba Ca Fe^2+ Si O,542,,NA,NA,NA,NA,NA,NA,NA,NA,
Titantaramellite,Titantaramellite,Titantaramellite,,Ba Ti^4+ Fe^3+ Mg O H B Si Cl,542,,NA,NA,NA,NA,NA,NA,NA,NA,
Greenwoodite,Greenwoodite,Greenwoodite,,Ba V^3+ O H Fe^3+ Fe^2+ Si,541,,NA,NA,NA,NA,NA,,NA,NA,
Jamesite,Jamesite,Jamesite,,Pb^2+ Zn^2+ Fe^3+ As^5+ O H,541,,NA,NA,NA,NA,NA,NA,NA,,
Ludlockite,Ludlockite,Ludlockite,,Pb^2+ Fe^3+ As^3+ O,541,,NA,NA,NA,NA,NA,NA,NA,NA,
Wilhelmkleinite,Wilhelmkleinite,Wilhelmkleinite,,Zn^2+ Fe^3+ As^5+ O H,541,,NA,NA,NA,NA,NA,NA,NA,,
Perryite,Perryite,Perryite,,Ni Fe Si P,536.5,,NA,NA,NA,NA,,NA,NA,NA,
Krausite,Krausite,Krausite,,K Fe^3+ S^6+ O H,521,,NA,NA,NA,NA,NA,NA,NA,NA,
Harrisonite,Harrisonite,Harrisonite,,Ca Fe^2+ Si O P^5+,520,,NA,NA,NA,NA,NA,NA,NA,NA,
Freudenbergite,Freudenbergite,Freudenbergite,,Na Ti^4+ Fe^3+ O,500,,NA,NA,NA,NA,NA,NA,NA,NA,
Gladiusite,Gladiusite,Gladiusite,,Fe^3+ Fe^2+ P O H,500,,NA,NA,NA,NA,NA,NA,NA,NA,
Biraite-(Ce),Biraite-(Ce),Biraite-(Ce),,Ce Fe^2+ Si O C,485,FE_SUB,NA,NA,NA,NA,NA,NA,NA,NA,N
Parabutlerite,Parabutlerite,Parabutlerite,,Fe^3+ S^6+ O H,470,,NA,NA,NA,NA,NA,NA,NA,NA,
Sarmientite,Sarmientite,Sarmientite,,Fe^3+ As^5+ O S^6+ H,470,,NA,NA,NA,NA,NA,NA,NA,NA,
Xitieshanite,Xitieshanite,Xitieshanite,,Fe^3+ S^6+ O Cl H,445,,NA,NA,NA,NA,NA,NA,NA,NA,
Parascorodite,Parascorodite,Parascorodite,,Fe^3+ As^5+ O H,443,,NA,NA,NA,NA,NA,NA,NA,NA,
Tashelgite,Tashelgite,Tashelgite,,Ca Mg Fe^2+ Al O H,420,,NA,NA,NA,NA,NA,NA,NA,NA,
Yuksporite,Yuksporite,Yuksporite,,K Ca Na Sr Ba Mn^2+ Fe^3+ Ti^4+ Nb^5+ O H Si,418,,NA,NA,,NA,NA,NA,NA,NA,
Edgarite,Edgarite,Edgarite,,Fe^3+ Nb^3+ S^2-,413.6,,NA,NA,NA,NA,NA,NA,NA,NA,
Kalifersite,Kalifersite,Kalifersite,,K Fe^3+ Si O H,413.6,,NA,NA,NA,NA,NA,NA,NA,NA,
Murunskite,Murunskite,Murunskite,,K Cu Fe S,413.6,,NA,,NA,NA,NA,NA,NA,NA,
Nafertisite,Nafertisite,Nafertisite,,Na Fe^2+ Ti^4+ Si O H F,413.6,,NA,NA,NA,NA,NA,NA,NA,NA,
Paravinogradovite,Paravinogradovite,Paravinogradovite,,Na Ti^4+ Fe^3+ Si O Al H,413.6,,NA,NA,NA,NA,NA,NA,NA,NA,
Shafranovskite,Shafranovskite,Shafranovskite,,Na K Mn^2+ Fe^3+ Si O H,413.6,,NA,NA,,NA,NA,NA,NA,NA,
Kremersite,Kremersite,Kremersite,,N^3- H Fe^3+ Cl O,411,,NA,NA,NA,NA,NA,NA,NA,NA,
Ferrinatrite,Ferrinatrite,Ferrinatrite,,Na Fe^3+ S^6+ O H,408,,NA,NA,NA,NA,NA,NA,NA,NA,
Metasideronatrite,Metasideronatrite,Metasideronatrite,,Na Fe^3+ S O H,408,,NA,NA,NA,NA,NA,NA,NA,NA,
Lakebogaite,Lakebogaite,Lakebogaite,,Na Ca Fe^3+ H U^6+ O P,398,,NA,NA,NA,NA,NA,NA,NA,NA,
Anapaite,Anapaite,Anapaite,,Ca Fe^2+ P O H,390,12067,NA,NA,NA,NA,NA,NA,NA,NA,N
Tuhualite,Tuhualite,Tuhualite,,Na Fe^2+ Fe^3+ Si O,390,,NA,NA,NA,NA,NA,NA,NA,NA,
Feroxyhyte,Feroxyhyte,Feroxyhyte,,Fe^3+ O H,387,,NA,NA,NA,NA,NA,NA,NA,NA,
Erdite,Erdite,Erdite,,Na Fe^3+ S^2- H O,363,,NA,NA,NA,NA,NA,NA,NA,NA,
Medenbachite,Medenbachite,Medenbachite,,Bi^3+ Fe^3+ Cu^2+ As^5+ O H,363,,NA,,NA,NA,NA,NA,NA,NA,
Liskeardite,Liskeardite,Liskeardite,,Al Fe^3+ As^5+ O H,359,,NA,NA,NA,NA,NA,NA,NA,NA,
Paracoquimbite,Paracoquimbite,Paracoquimbite,,Fe^3+ S^6+ O H,359,,NA,NA,NA,NA,NA,NA,NA,NA,
Penobsquisite,Penobsquisite,Penobsquisite,,Ca Fe^2+ B O H Cl,359,,NA,NA,NA,NA,NA,NA,NA,NA,
Gengenbachite,Gengenbachite,Gengenbachite,,K Fe^3+ H P^5+ O,358.9,,NA,NA,NA,NA,NA,NA,NA,NA,
Metakahlerite,Metakahlerite,Metakahlerite,,Fe^2+ U^6+ O As^5+ H,358.9,,NA,NA,NA,NA,NA,NA,NA,NA,
Drugmanite,Drugmanite,Drugmanite,,Pb^2+ Fe^3+ P O H,354,,NA,NA,NA,NA,NA,NA,NA,NA,
Pattersonite,Pattersonite,Pattersonite,,Pb^2+ Fe^3+ P^5+ O H,354,,NA,NA,NA,NA,NA,NA,NA,NA,
Quenstedtite,Quenstedtite,Quenstedtite,,Fe^3+ S^6+ O H,354,,NA,NA,NA,NA,NA,NA,NA,NA,
Marićite,Maricite,Mari&#263;ite,,Na Fe^2+ P O,330,,NA,NA,NA,NA,NA,NA,NA,NA,
Cobaltneustadtelite,Cobaltneustadtelite,Cobaltneust&#228;dtelite,,Bi^3+ Fe^3+ Co^2+ As^5+ O H,327.4,FE_SUB,CO_SUB,NA,NA,NA,NA,NA,NA,NA,N
Neustädtelite,Neustadtelite,Neust&#228;dtelite,,Bi^3+ Fe^3+ Co^2+ As^5+ O H,327.4,,,NA,NA,NA,NA,NA,NA,NA,
Falsterite,Falsterite,Falsterite,,Ca Mg Mn^2+ Fe^2+ Fe^3+ Zn^2+ P O H,326,,NA,NA,,NA,NA,NA,NA,,
Bouazzerite,Bouazzerite,Bouazzerite,,Bi^3+ Mg Co^2+ Fe^3+ As^5+ O H,315,18980,CO_SUB,NA,NA,NA,NA,NA,NA,NA,N
Deliensite,Deliensite,Deliensite,,Fe^2+ U O S H,300,,NA,NA,NA,NA,NA,NA,NA,NA,
Ferrochiavennite,Ferrochiavennite,Ferrochiavennite,,Ca Fe^2+ Si Be O H,294,,NA,NA,NA,NA,NA,NA,NA,NA,
Aerinite,Aerinite,Aerinite,,Ca Na Fe^3+ Fe^2+ Mg Al Si O H C,287,7273,NA,NA,NA,NA,NA,NA,NA,NA,N
Kapundaite,Kapundaite,Kapundaite,,Ca Na Fe^3+ P^5+ O H,260,,NA,NA,NA,NA,NA,NA,NA,NA,
Raguinite,Raguinite,Raguinite,,Tl Fe S,260,,NA,NA,NA,NA,NA,NA,NA,NA,
Radovanite,Radovanite,Radovanite,,Cu^2+ Fe^3+ As^3+ O H As^5+,251,,NA,,NA,NA,NA,NA,NA,NA,
Tooeleite,Tooeleite,Tooeleite,,Fe^3+ As^3+ O S^6+ H,238,,NA,NA,NA,NA,NA,NA,NA,NA,
Brendelite,Brendelite,Brendelite,,Bi Pb Fe^3+ Fe^2+ O H P,200,14642,NA,NA,NA,NA,NA,NA,NA,NA,N
Paulkellerite,Paulkellerite,Paulkellerite,,Bi^3+ Fe^3+ O P H,200,,NA,NA,NA,NA,NA,NA,NA,NA,
Chvilevaite,Chvilevaite,Chvilevaite,,Na Cu Fe Zn S,164,FE_SUB,NA,CU_SUB,NA,NA,NA,NA,NA,ZN_SUB,N
Nanlingite,Nanlingite,Nanlingite,,Na Ca Li Mg As^3+ O Fe^2+ F,163.2,,NA,NA,NA,NA,NA,NA,NA,NA,
Mackayite,Mackayite,Mackayite,,Fe^3+ Te^4+ O H,145,,NA,NA,NA,NA,NA,NA,NA,NA,
Rodalquilarite,Rodalquilarite,Rodalquilarite,,H Fe^3+ Te^4+ O Cl^1-,145,,NA,NA,NA,NA,NA,NA,NA,NA,
Traskite,Traskite,Traskite,,Ba Ca Fe^2+ Mn^2+ Ti^4+ Mg Si O H Cl,145,,NA,NA,,NA,NA,NA,NA,NA,
Vladykinite,Vladykinite,Vladykinite,,Na Sr Fe^2+ Fe^3+ Si O,144,,NA,NA,NA,NA,NA,NA,NA,NA,
Yarlongite,Yarlongite,Yarlongite,,Cr Fe Ni C,141.4,,NA,NA,NA,NA,,NA,NA,NA,
Goldichite,Goldichite,Goldichite,,K Fe^3+ S^6+ O H,117,,NA,NA,NA,NA,NA,NA,NA,NA,
Deerite,Deerite,Deerite,,Fe^2+ Fe^3+ Si O H,105,,NA,NA,NA,NA,NA,NA,NA,NA,
Borodaevite,Borodaevite,Borodaevite,,Ag Fe Pb Bi Sb S,98,FE_SUB,NA,NA,NA,NA,NA,NA,NA,NA,N
Whitecapsite,Whitecapsite,Whitecapsite,,H Fe^2+ Fe^3+ Sb^3+ As^5+ O,81.1,,NA,NA,NA,NA,NA,NA,NA,NA,
Mapimite,Mapimite,Mapimite,,Zn^2+ Fe^3+ As^5+ O H,66,,NA,NA,NA,NA,NA,NA,NA,,
Poughite,Poughite,Poughite,,Fe^3+ Te^4+ O S^6+ H,58.9,,NA,NA,NA,NA,NA,NA,NA,NA,
Metavauxite,Metavauxite,Metavauxite,,Fe^2+ Al P O H,48.5,,NA,NA,NA,NA,NA,NA,NA,NA,
Vauxite,Vauxite,Vauxite,,Fe^2+ Al P O H,48.5,,NA,NA,NA,NA,NA,NA,NA,NA,
Carmichaelite,Carmichaelite,Carmichaelite,,Ti^4+ Cr^3+ Fe^3+ O H,39,FE_SUB,NA,NA,NA,NA,NA,NA,NA,NA,N
Ungemachite,Ungemachite,Ungemachite,,K Na Fe^3+ S^6+ O N^5+ H,35.07,,NA,NA,NA,NA,NA,NA,NA,NA,
Derbylite,Derbylite,Derbylite,,Fe^3+ Ti^4+ Sb^3+ O H,27,,NA,NA,NA,NA,NA,NA,NA,NA,
Versiliaite,Versiliaite,Versiliaite,,Fe^2+ Fe^3+ Zn^2+ Sb^3+ As^3+ O S^2-,27,,NA,NA,NA,NA,NA,NA,NA,NA,
Mereiterite,Mereiterite,Mereiterite,,K Fe^2+ S O H,20.2,,NA,NA,NA,NA,NA,NA,NA,NA,
Walfordite,Walfordite,Walfordite,,Fe^3+ Te^6+ Ti^4+ Mg Te^4+ O,11.27,,NA,NA,NA,NA,NA,NA,NA,NA,
Yttrotungstite-(Y),Yttrotungstite-(Y),Yttrotungstite-(Y),,Y^3+ W^6+ O H,2.6,,NA,NA,NA,NA,NA,NA,,NA,
Lyonsite,Lyonsite,Lyonsite,,Cu^2+ Fe^3+ V^5+ O,3.60E-05,,NA,,NA,NA,NA,,NA,NA,
Cervandonite-(Ce),Cervandonite-(Ce),Cervandonite-(Ce),,Ce^3+ Nd^3+ La^3+ Fe^3+ Ti^4+ Fe^2+ Al O Si As^3+ H,0,FE_SUB,NA,NA,NA,NA,NA,NA,NA,NA,N
Fetiasite,Fetiasite,Fetiasite,,Fe^2+ Fe^3+ Ti^4+ O As^3+,0,FE_SUB,NA,NA,NA,NA,NA,NA,NA,NA,N
Guildite,Guildite,Guildite,,Cu^2+ Fe^3+ S^6+ O H,0,,NA,,NA,NA,NA,NA,NA,NA,
Lausenite,Lausenite,Lausenite,,Fe^3+ S^6+ O H,0,,NA,NA,NA,NA,NA,NA,NA,NA,
Minguzzite,Minguzzite,Minguzzite,,K Fe^3+ C O H,0,,NA,NA,NA,NA,NA,NA,NA,NA,
Nealite,Nealite,Nealite,,Pb^2+ Fe^2+ As^3+ O Cl H,0,,NA,NA,NA,NA,NA,NA,NA,NA,
Andrémeyerite,Andremeyerite,Andr&#233;meyerite,,Ba Fe^2+ Si O,,1164,NA,NA,NA,NA,NA,NA,NA,NA,N
Andreyivanovite,Andreyivanovite,Andreyivanovite,,Fe Cr P,,15325,NA,NA,NA,NA,NA,NA,NA,NA,N
Angelellite,Angelellite,Angelellite,,Fe^3+ O As^5+,,14707,NA,NA,NA,NA,NA,NA,NA,NA,N
Bamfordite,Bamfordite,Bamfordite,,Fe^3+ Mo^6+ O H,,1962,NA,NA,NA,1962,NA,NA,NA,NA,N
Chestermanite,Chestermanite,Chestermanite,,Mg Fe^3+ Al Sb^5+ O B,,FE_SUB,NA,NA,NA,NA,NA,NA,NA,NA,N
Erythrosiderite,Erythrosiderite,Erythrosiderite,,K Fe^3+ Cl H O,,,NA,NA,NA,NA,NA,NA,NA,NA,
Florenskyite,Florenskyite,Florenskyite,,Fe Ti P,,,NA,NA,NA,NA,NA,NA,NA,NA,
Grattarolaite,Grattarolaite,Grattarolaite,,Fe^3+ O P,,,NA,NA,NA,NA,NA,NA,NA,NA,
Heideite,Heideite,Heideite,,Fe^2+ Cr^2+ Ti^3+ S^2-,,,NA,NA,NA,NA,NA,NA,NA,NA,
Howieite,Howieite,Howieite,,Na Fe^2+ Fe^3+ Al Mg Si O H,,,NA,NA,NA,NA,NA,NA,NA,NA,
Hubeite,Hubeite,Hubeite,,Ca Mn^2+ Fe^3+ Si O H,,,NA,NA,,NA,NA,NA,NA,NA,
Kudryavtsevaite,Kudryavtsevaite,Kudryavtsevaite,,Na Mg Fe^3+ Ti^4+ O,,,NA,NA,NA,NA,NA,NA,NA,NA,
Lulzacite,Lulzacite,Lulzacite,,Sr Fe^2+ Al P O H,,,NA,NA,NA,NA,NA,NA,NA,NA,
Luogufengite,Luogufengite,Luogufengite,,Fe^3+ O,,,NA,NA,NA,NA,NA,NA,NA,NA,
Melliniite,Melliniite,Melliniite,,Ni Fe P,,,NA,NA,NA,NA,,NA,NA,NA,
Ohmilite,Ohmilite,Ohmilite,,Sr Ti^4+ Fe^3+ Si O H,,,NA,NA,NA,NA,NA,NA,NA,NA,
Ominelite,Ominelite,Ominelite,,Fe^2+ Al O B Si,,,NA,NA,NA,NA,NA,NA,NA,NA,
Ophirite,Ophirite,Ophirite,,Ca Mg Zn^2+ Mn^3+ H O Fe^3+ W^6+,,,NA,NA,,NA,NA,NA,,,
Pizgrischite,Pizgrischite,Pizgrischite,,Cu Fe Pb Bi S,,,NA,,NA,NA,NA,NA,NA,NA,
Satterlyite,Satterlyite,Satterlyite,,Fe^2+ Mg Fe^3+ P O H,,,NA,NA,NA,NA,NA,NA,NA,NA,
Semenovite-(Ce),Semenovite-(Ce),Semenovite-(Ce),,Na Ca Fe^2+ Ce Si Be O H F,,,NA,NA,NA,NA,NA,NA,NA,NA,
Siderazot,Siderazot,Siderazot,,Fe N,,,NA,NA,NA,NA,NA,NA,NA,NA,
Spheniscidite,Spheniscidite,Spheniscidite,,N^3- H Fe^3+ P O,,,NA,NA,NA,NA,NA,NA,NA,NA,
Stavelotite-(La),Stavelotite-(La),Stavelotite-(La),,La Mn^2+ Cu^2+ Mn^3+ Fe^3+ Mn^4+ Si O,,,NA,,,NA,NA,NA,NA,NA,
Therasiaite,Therasiaite,Therasiaite,,N^3- H K Na Fe^2+ Fe^3+ S^6+ O Cl,,,NA,NA,NA,NA,NA,NA,NA,NA,
Varennesite,Varennesite,Varennesite,,,,NA,NA,NA,5463,NA,NA,NA,NA,NA,
Veblenite,Veblenite,Veblenite,,K Na Fe^2+ Fe^3+ Mn^2+ Nb^5+ Ti^4+ Si O H,,,NA,NA,,NA,NA,NA,NA,NA,
Volaschioite,Volaschioite,Volaschioite,,Fe^3+ S^6+ O H,,,NA,NA,NA,NA,NA,NA,NA,NA,
